% Black-alone,% Asian-alone,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,Total physician assistants (2019),Internal Medicine Primary Care (2019),Urban_rural_code,census_region,anycondition_prevalence
0.12108610818340652,0.04279049823267224,0.12284482758620688,0.4011976047904192,0.4993630573248408,0.17627118644067796,0.013080096747318823,0.009353506909851669,0.19999999999999996,0.25,38.4
0.27454119247692016,0.010311865759810421,0.44396551724137934,0.5688622754491017,0.1554140127388535,0.911864406779661,0.0005111195660648745,0.00200438575895087,1.0,0.25,56.9
0.007990409141680041,0.012609877926188432,0.16594827586206895,0.7465069860279441,0.1910828025477707,0.4067796610169492,0.006322637492226004,0.003707398174097363,0.7999999999999998,1.0,46.2
0.9277284237988821,0.006187809942614119,0.5732758620689655,0.532934131736527,0.17197452229299365,0.9830508474576272,0.0001818110282581906,0.000719794192092215,1.0,0.25,57.8
0.22795245732333871,0.05004393770670591,0.23060344827586207,0.4491017964071856,0.2,0.5084745762711864,0.007524945611405301,0.004946392475631874,0.39999999999999997,0.25,43.5
0.20376508500884655,0.008884065113664871,0.44827586206896547,0.7744510978043911,0.16178343949044585,0.6203389830508474,0.000923441118931613,0.0018750905141072893,1.0,1.0,55.8
0.03595181080018327,0.009472404785925412,0.15732758620689655,0.7724550898203594,0.2331210191082803,0.4440677966101695,0.0006188108611715284,0.000941466810980817,0.39999999999999997,0.25,44.9
0.15748927853084357,0.09660148914151465,0.1961206896551724,0.48303393213572854,0.3121019108280255,0.3728813559322034,0.16368020175888778,0.11357545059908095,0.19999999999999996,1.0,44.8
0.012828380922557588,0.03321993090326461,0.31034482758620685,0.5029940119760479,0.19745222929936307,0.576271186440678,0.0063200827909593894,0.006316726014667425,0.7999999999999998,0.5,46.8
0.04175074307374817,0.012585904454225676,0.2521551724137931,0.7445109780439121,0.15796178343949047,0.5186440677966102,0.003179414232127854,0.0018616434693588927,1.0,1.0,52.2
0.06147896237139934,0.04148724725562502,0.12931034482758622,0.47105788423153694,0.4420382165605096,0.3491525423728814,0.060350156454360065,0.04065342834126264,0.39999999999999997,0.25,41.9
0.05576859067016357,0.010886590169009962,0.1853448275862069,0.7564870259481038,0.27261146496815286,0.535593220338983,0.018857305011835475,0.012213915328657399,0.7999999999999998,0.75,46.3
0.45241282389593457,0.12486498287292817,0.20905172413793102,0.3652694610778443,0.4496815286624204,0.5220338983050847,0.10779087507023459,0.04546798660488175,0.39999999999999997,0.25,44.6
0.16512932250949267,0.241357741531779,0.2823275862068965,0.4610778443113772,0.30445859872611464,0.4745762711864407,0.19235582143460395,0.18163519588701688,0.0,0.5,44.0
0.007863482384577878,0.017695861727718087,0.08189655172413791,0.2954091816367265,0.5592356687898089,0.311864406779661,0.01097914157784817,0.004323413389564695,0.7999999999999998,0.5,32.5
